file_size,entropy,num_sections,num_imports,has_debug,has_reloc,string_count,suspicious_apis,packed,class
5998896,2.787893778299277,2,23,0,0,337,5,0,0
2447096,3.069810397975547,10,63,1,0,714,4,1,0
24815810,5.199324875586621,1,23,0,0,343,5,0,0
9249614,0.03590491854526512,2,26,0,1,579,6,1,0
36507326,2.061081489963006,3,10,1,0,897,4,1,1
21466781,1.5189142948372325,6,137,1,1,136,14,0,0
30632778,2.6021396687089187,1,38,0,0,683,0,0,0
29939206,7.2266272707837285,1,81,0,0,720,0,0,1
19473697,3.529820557671078,6,43,1,0,121,8,0,0
35202371,4.897780019528554,1,76,1,0,433,4,0,0
1899145,3.513347262385456,7,194,1,1,894,5,1,0
29214671,3.15042195354001,4,170,1,0,692,3,0,0
32039037,2.9397446314811937,5,11,0,0,883,4,1,0
2834604,6.1830405957551555,1,87,0,1,438,0,1,1
13677325,4.803751581315112,10,82,1,0,326,3,1,0
28354314,1.06083160610455,3,7,0,1,982,0,0,0
999977,4.723364034123694,7,61,0,0,140,3,0,1
27421492,3.2900229954710554,4,75,0,1,121,6,1,0
13170346,6.770111025105679,2,19,0,0,896,0,0,0
11030668,1.1095665304636162,4,12,0,0,946,5,1,0
7959769,7.424640012763995,3,17,0,0,474,4,1,0
5207793,5.587297196187521,5,140,0,0,852,0,1,1
2469347,4.860094620457245,5,51,1,1,770,5,1,1
3667930,4.944828377470093,6,191,1,1,614,2,1,0
5175258,7.541982290296035,6,111,0,0,247,0,0,0
2356460,2.078743875446037,3,15,0,1,745,5,0,0
8294217,2.0347068627748692,10,103,0,0,191,3,1,1
6554863,3.617790166107018,8,6,0,0,921,0,1,1
36070254,3.7529622536483744,6,156,1,0,577,4,0,0
6503764,2.397035397002094,8,103,0,1,480,0,0,1
3363746,4.727450029200193,1,118,0,1,396,13,1,0
26554779,5.480005072475327,1,91,1,1,750,1,0,0
15190310,4.212064463355451,2,155,1,1,264,4,1,1
11519963,6.9131615920595415,2,37,0,1,104,0,0,0
3983326,1.2247185028384342,4,145,0,1,46,1,0,0
641389,6.985368928446376,3,161,1,0,671,1,1,0
5700769,5.637557127369151,1,9,0,0,475,0,0,0
50560955,2.93638208505197,6,128,0,0,303,4,1,0
4064764,6.754143003240316,1,166,1,1,780,3,1,0
22155398,6.534990984251411,8,162,1,0,727,13,0,1
11726119,4.175190403814033,4,39,1,0,961,0,1,1
6676072,3.3960261608969784,4,173,1,1,528,5,0,1
20214366,1.04942516415956,7,101,0,1,252,4,1,0
5284293,6.026932498734732,1,145,1,1,245,2,1,0
4440729,1.436332903283854,9,8,1,1,274,2,1,0
3170894,0.01996934088000568,5,119,0,0,664,14,0,1
4900955,0.506404255323921,7,38,0,1,639,0,1,0
9840335,7.912927771131556,1,157,0,0,396,0,1,1
17884234,0.851451357211765,3,193,0,0,274,7,0,0
12521684,7.3587739775450585,3,135,0,1,589,9,1,0
1004951,3.906137404762399,9,194,0,0,269,4,1,1
4157905,1.9392312810182588,3,113,0,1,680,0,0,0
876747,5.491902445956223,4,182,1,0,452,11,0,1
25687759,0.27898325320393447,4,27,1,0,953,0,0,0
47529836,0.7813055693822264,6,173,1,1,705,2,0,1
1927802,4.062582255334964,1,15,0,1,409,1,0,0
1342970,3.57108591863984,8,72,1,0,226,3,1,0
824976,7.290052288788585,3,121,0,1,975,2,1,1
1688923,6.32855573666321,8,131,0,1,326,5,0,0
38335383,6.927010739512003,4,31,1,1,431,2,1,1
789022,1.5563669517022358,7,188,1,1,202,4,0,0
3172646,6.6465274122847005,7,56,1,1,214,5,1,0
5245340,6.752840214412683,8,49,1,1,814,0,0,1
1824368,0.3454216268877044,2,21,1,1,481,2,1,1
17449998,6.94855601450106,10,122,1,0,179,9,0,0
3974251,3.495639023040461,6,57,1,1,326,7,0,0
24115099,3.988487366108723,1,106,1,0,213,5,1,0
4342059,7.5285498872090795,4,181,0,1,797,0,0,0
765542,5.847431358989932,5,101,0,1,841,3,0,0
2218834,4.732138235537799,6,66,0,0,902,2,1,1
38074792,2.547100499736488,2,156,0,0,515,9,1,0
2967618,0.5355188412288712,1,56,1,0,269,0,0,0
68554558,2.852675080284742,6,125,0,0,281,4,0,0
8397677,7.340060085688185,3,89,0,1,243,4,1,1
350901,1.8218998080290856,1,55,1,0,243,7,0,1
20749614,3.6861234373902807,3,43,0,0,212,0,1,1
8381519,4.549731022432223,6,13,1,1,61,3,1,0
39520119,1.2013132141396277,5,126,0,0,192,0,0,0
5415392,2.6931842779307766,1,96,0,1,178,0,1,0
1384548,5.784620344104977,4,49,1,1,572,1,0,0
17345063,3.106823487458356,4,89,1,0,593,15,1,0
22970983,4.364091558288325,5,80,0,0,19,0,0,0
5416830,6.377909409483662,4,195,0,1,965,0,0,1
12528272,5.9364489852564635,6,68,1,0,220,0,1,0
8735673,3.642620023619978,4,63,1,0,551,2,1,1
1084686,1.4426295351410854,1,155,1,1,840,0,0,1
2811814,6.379365556443451,2,92,0,1,390,4,1,1
5062125,0.6314203028414687,4,174,1,0,988,5,0,0
17701143,6.390121641747107,4,74,1,0,981,0,1,0
904584,5.114825389411023,5,6,0,1,614,13,0,0
610984,4.3610657422279,7,164,1,0,901,6,1,1
3850671,5.690945625147282,1,30,0,0,659,6,1,1
23070328,7.009394013831035,1,161,1,0,942,8,1,0
22143101,6.019012535476275,4,55,1,0,753,2,1,0
40014816,2.8324455223279497,2,137,0,0,717,12,1,1
17104452,5.6383440638560955,3,194,1,1,348,4,0,0
1494899,1.4892767537650382,8,170,1,0,410,3,0,1
2838036,2.323541927335138,6,149,1,1,738,4,1,0
54379499,7.546765417181842,8,47,0,0,922,10,0,1
5579462,5.084335915034579,1,58,0,0,78,3,0,0
23947427,1.313898240593316,4,199,0,1,609,6,0,0
52388846,6.42772991322002,8,95,1,0,97,0,0,0
727144,5.987531951094979,1,172,1,1,562,12,1,0
2330278,2.115497876889827,3,186,0,0,323,1,1,1
20343818,2.512494736540604,3,114,0,0,394,5,1,1
2075852,1.632320147028115,4,123,1,1,890,11,1,0
6346480,5.474610890682444,1,82,1,1,115,2,1,0
9788895,5.32628978751014,1,106,0,0,595,0,0,0
11742705,0.17078600467101435,4,163,1,0,443,2,1,1
9451694,4.984609747991077,3,124,0,1,775,0,1,0
1839861,3.433327384940789,3,6,1,1,813,0,1,0
2929772,0.5709312165140723,7,126,1,0,291,0,0,0
7593896,2.4552792848799747,2,183,0,1,375,2,1,1
3527038,2.736299352064375,4,41,0,1,712,0,0,0
34586951,3.218332573341989,9,110,0,0,584,6,1,1
5140489,0.0758308547726374,4,198,1,1,310,10,1,0
9422305,0.5079273541380207,6,98,1,0,877,1,1,1
3161520,7.749803547078249,1,189,0,0,562,0,1,0
6713005,6.273360072448959,3,149,0,0,954,3,1,0
2084989,5.96513431731982,3,84,1,0,164,4,0,0
7278317,7.719656616457532,7,57,1,0,54,4,1,1
6741589,4.969610790481644,4,127,1,1,188,4,0,0
3366804,6.9744439419829245,5,136,0,0,732,6,0,0
3307865,6.168602887417818,4,130,0,0,605,2,0,0
21263439,2.7738284098324772,2,138,0,0,112,4,0,0
8664662,7.887161762373132,1,36,1,0,928,5,1,0
4467488,3.5709821816726572,6,62,1,0,849,3,1,0
4643224,2.644105765859603,6,18,0,1,147,0,1,0
24666268,5.3178454394649295,3,13,0,0,913,0,1,1
16805846,2.596169088092706,3,110,1,0,537,0,1,1
14606182,4.043099595254954,2,159,0,1,194,3,0,0
6773868,4.141453595574906,1,45,1,1,232,1,1,1
3706809,7.168617629869501,1,158,0,1,114,2,1,0
10399456,6.698680117633194,3,47,1,0,659,7,0,0
6752653,7.347817861642698,2,32,0,1,521,2,1,0
5926524,1.0437302009482874,3,7,0,0,169,6,0,0
400639,2.5983888567534112,5,52,0,1,657,7,1,0
12931867,1.1595004704413103,4,163,0,1,192,7,0,1
16195549,5.545163791914884,7,77,1,1,203,13,1,0
10785856,5.61746251859734,1,77,0,1,613,0,0,0
15285795,7.046295551225165,6,194,0,0,758,0,0,1
5494722,1.9843104912569958,2,132,0,1,272,7,0,1
2632738,2.7320432042536638,3,130,1,0,757,2,1,1
5214359,1.6139065403820414,1,32,0,0,187,3,1,0
6115423,1.2021282020477022,6,91,0,1,62,12,1,0
12158758,7.675834169897838,2,186,1,0,941,0,1,1
8139397,6.596958320039847,3,142,0,0,776,3,1,1
57072672,1.3148172188489475,2,27,0,0,946,3,1,0
1631476,7.623270526193053,4,23,0,0,970,5,1,0
8597155,0.9403736251646313,6,74,0,0,442,8,1,1
1441031,5.4175174633676875,1,150,1,1,365,0,1,0
4555398,7.37579283082717,4,146,0,0,709,2,0,1
4414059,6.146539927953055,6,130,0,1,302,1,0,0
8034020,4.895770105480408,8,184,1,0,348,0,1,1
24895648,7.868779962368656,7,110,1,1,574,4,1,0
870125,3.833645339789304,1,195,1,0,595,0,1,0
2096049,7.728360592657853,1,151,0,1,730,0,1,0
13281624,2.2664070187477723,5,60,0,1,195,0,1,0
3623470,2.787884829970781,5,178,1,0,305,3,1,0
143491,5.483399118028509,3,23,0,1,381,3,0,0
11203869,3.927897209567427,1,94,0,1,744,3,0,1
7633822,2.021545972245498,1,115,1,1,116,3,0,1
6230760,3.5593608106110253,4,14,1,0,29,11,1,1
2879610,0.8813322515570094,1,114,1,0,272,7,0,0
14810458,1.5699923087051628,7,150,0,0,709,5,1,0
10748727,6.299286663625379,5,37,0,1,302,9,0,0
3925274,3.2370769511649975,6,151,1,0,964,0,1,1
8174319,2.834513628912269,3,15,1,1,72,8,0,0
23492360,0.8739186021743421,2,13,1,0,794,5,0,0
9741686,2.097772145222093,2,152,1,1,807,5,1,1
4368346,1.4066696021122365,3,27,1,0,654,5,1,1
19540693,6.689234603131206,3,93,1,0,208,4,0,0
12420054,1.9428152036809312,5,127,0,1,723,3,1,0
27746886,2.4166447958907566,5,146,0,1,491,8,0,0
3375638,7.765045385801545,8,168,0,1,528,1,0,1
9145429,1.7276051916129456,8,147,0,1,758,4,1,0
795710,1.8731183294612839,4,9,1,0,851,7,1,1
4907853,1.1920709087653458,1,30,1,1,114,3,0,1
3115244,7.825428489918576,7,146,0,0,893,0,0,0
9325827,6.808922671882298,7,181,1,1,972,3,0,1
18082338,0.42158200477939456,5,105,0,0,612,3,0,0
39002758,2.829401912901802,3,78,1,1,836,2,1,0
10234836,3.231934810118264,1,30,0,1,704,8,1,0
31407709,0.0030993037635562715,6,148,1,0,702,1,0,0
26207759,1.7187203370657311,9,21,0,1,536,0,1,0
6981136,6.035867226485172,3,61,1,1,513,3,0,1
16219674,2.290892507222659,5,192,1,0,843,5,1,1
2107945,0.8813199678422654,8,192,1,1,306,0,1,1
14824207,6.533751923761375,6,58,0,1,454,0,0,0
29723799,3.571434800429704,1,56,0,0,736,1,0,1
17589095,6.087254855630258,4,190,0,0,867,0,1,0
37485728,6.412100592636118,1,147,1,0,941,4,1,1
8045313,1.3422329026615705,1,47,1,1,282,2,0,1
4854394,7.287301757234662,6,8,1,0,953,6,0,0
9498326,7.934933077794558,4,81,0,0,343,3,0,1
10607076,4.060429035216893,8,31,1,1,132,3,1,0
7923381,6.795553706613444,5,69,1,1,596,5,1,0
11051193,0.9517657977350105,6,53,1,0,311,10,0,1
14209732,1.4927124616518368,4,189,0,1,80,4,1,0
1531827,7.456719301678735,2,11,1,0,895,0,1,0
1090539,7.390702464346122,5,192,0,1,495,0,1,1
1148122,2.7183270276189706,3,63,1,0,769,12,1,0
3967393,5.93666962972281,6,177,1,0,514,8,0,0
1715116,1.7765206319931046,5,11,0,1,114,0,0,0
7792571,2.630160099314449,4,118,0,1,228,6,1,1
24618236,2.3756920234892256,1,6,1,0,909,4,0,0
2971117,2.4139132550286657,10,5,0,1,577,9,1,1
4918447,6.633695063326799,7,62,1,1,12,6,0,0
5810323,7.432321744118587,7,185,0,1,978,3,1,0
8113445,2.7358197059124763,1,98,1,1,689,8,0,0
8579355,5.8972696215096,2,81,0,1,634,0,0,0
1349392,5.842173061237316,5,43,1,1,789,8,1,0
3940638,7.8132091575886005,4,28,1,1,536,13,0,0
2311340,0.26759227352703086,1,67,1,1,151,5,1,0
1620568,7.354534470608054,5,66,0,0,457,4,0,1
3305039,5.754268544558057,3,158,0,0,736,1,1,1
5629812,1.8008817230452872,4,58,0,0,144,0,0,0
19911929,7.466795986336801,1,50,0,0,62,2,1,1
2542078,6.429611191857874,7,54,0,1,823,2,0,1
10416689,1.0843138030232087,6,97,0,0,928,0,0,0
3104240,2.86283145120012,2,69,0,0,832,2,1,0
7991357,6.460727866318554,1,88,1,0,855,4,1,0
3270697,5.5342134592743255,6,64,1,1,708,6,0,1
7568295,3.3514933060357883,11,121,1,0,135,0,0,0
2041422,0.029338974847307853,3,92,0,1,133,3,0,0
3845677,7.326172383065166,7,132,0,0,99,5,0,1
353503,4.638637269198411,13,31,0,0,878,9,0,1
27160251,5.3331779545934115,3,179,1,1,288,9,1,0
19472757,2.857723715755819,6,34,0,0,419,2,0,1
35562371,4.532989215844733,10,197,1,0,739,1,1,0
5372971,0.5805088198444643,5,59,1,0,200,0,1,1
6650467,2.7926231917493975,5,55,0,1,645,0,0,1
1244543,3.5230139264593676,6,87,1,1,744,8,0,0
15440924,4.022290285602772,1,101,0,1,668,2,0,1
15125052,4.13425266682183,9,68,1,0,934,7,1,1
19603231,5.534004333990324,1,17,0,0,376,7,1,0
11253822,0.9358144000437285,4,53,1,1,888,8,0,0
17211750,3.076780498175123,4,189,0,1,126,3,1,0
50818598,0.5771180594230465,3,130,0,0,319,8,1,0
3599733,6.923650096445381,6,175,1,1,658,0,0,1
4672941,7.142072717585316,4,50,1,0,369,5,0,1
2889595,5.466419203853084,4,29,0,1,992,0,0,0
4020627,6.9623986784005965,6,85,1,0,155,8,0,0
11588934,3.922126039322359,8,40,1,0,982,7,1,1
240412,7.828226764023092,7,55,0,1,59,4,1,1
7297934,6.3793447228655,2,172,0,0,236,9,1,0
19600898,6.817526037633312,5,179,0,1,374,6,0,0
1729660,1.3453893881039258,6,156,1,0,423,2,1,0
3930904,3.6257142315538635,5,144,1,1,962,6,0,0
3833780,0.3057400970501378,3,55,0,1,56,8,1,0
11803163,3.749220058894031,8,53,0,1,990,6,0,1
575819,1.2108275744825736,5,47,0,0,452,2,0,0
31319686,4.85518434942946,2,134,0,0,967,4,1,1
12207918,7.852522683326616,2,97,1,0,313,1,0,0
10448457,1.1653912671658908,2,22,1,0,979,2,1,0
20246675,2.7132716015428198,3,140,0,1,455,7,1,0
6375273,0.9468842656874719,11,128,0,0,436,4,1,1
15121717,4.050595247803576,2,167,1,0,361,3,0,0
16757041,6.307321608910919,9,194,1,1,135,4,0,0
3730622,2.820668120569662,5,10,0,0,224,0,0,1
5944165,3.6157418376519823,6,175,1,1,931,4,1,0
5933783,1.5880713287407513,7,18,1,1,469,5,0,0
4164273,3.3824432585490927,6,103,0,1,893,3,1,0
51680710,0.08208412186430891,1,191,0,1,315,1,1,1
10397733,0.9955381309261586,2,12,1,0,696,5,1,1
1105699,7.238496061363302,5,169,1,1,399,5,1,1
112666,5.978099264277975,7,113,0,1,794,11,1,0
1022539,4.057209519464707,4,11,1,1,104,0,1,1
6132817,5.995252262849392,2,88,0,0,800,2,1,0
10459294,1.7717077222421143,3,74,1,0,155,7,0,0
8275686,0.4171513428383884,3,180,1,0,765,9,0,1
11148606,7.591079577432179,9,123,0,1,249,11,0,0
4740108,0.7408373586719623,3,147,1,0,194,6,1,1
59220791,2.336529168652083,13,59,0,1,272,3,0,1
29573433,7.862452091731299,7,35,0,0,955,2,0,0
17985415,2.498736809424363,1,41,0,0,867,8,1,0
42811981,2.434682983508492,4,139,1,1,197,1,1,1
5958944,3.8100217638780185,2,72,0,0,208,2,0,0
11593907,2.1203622068099843,5,6,1,1,896,0,0,0
17380242,1.1128961377723163,11,7,1,0,876,3,1,0
26488092,4.66919063811301,3,176,1,0,590,8,0,0
1593717,3.0202656244667505,8,124,0,0,196,6,1,0
30040529,2.459304081929286,1,72,1,0,533,10,1,0
13416922,1.2266862473481606,6,101,0,0,688,8,0,0
9435082,1.3630659619168721,3,112,1,1,48,8,1,0
8703726,3.8452365018666024,1,130,0,0,127,9,1,0
9455558,4.35070470262067,7,120,0,0,795,0,0,0
43768597,4.758244695241727,7,105,1,0,840,10,0,0
12500297,2.137863748112273,4,117,1,0,671,0,1,0
2592918,6.868796959288942,1,151,1,0,442,6,0,0
1063846,5.530341271671172,1,157,0,0,922,6,0,0
19226916,5.874568396112712,1,26,1,1,370,0,0,0
12879878,6.139270133509145,8,112,0,0,905,0,1,1
1073840,3.0494013692006607,10,144,1,1,406,4,1,0
5355800,6.425637336279335,6,130,0,0,81,6,0,0
10120071,5.768939122844558,6,107,0,1,254,7,1,0
6670792,5.823698304760835,9,165,1,1,459,7,0,0
186304,2.5439471351695504,6,63,0,1,749,6,0,1
16904989,4.230677359222409,6,103,0,0,396,1,1,0
851547,1.1994388075139408,1,143,0,1,644,1,1,0
915710,5.8743576933495705,8,146,1,0,904,1,0,1
12949849,0.406907407050614,3,162,1,1,911,1,0,0
11499412,7.354626549573534,3,26,0,0,230,12,0,0
6783531,2.620865649662365,8,32,0,0,284,7,0,0
18323357,3.945314717329434,6,129,1,1,691,2,1,1
10947317,1.596707549635899,4,103,1,1,715,7,0,1
1419903,0.1410221727213381,6,87,1,0,792,0,0,0
5549279,0.8386862489290445,6,179,0,0,268,3,0,0
7143864,6.075981248600805,5,123,0,0,699,3,1,1
5904302,2.7109532386557227,3,141,1,0,267,1,1,0
291037,4.213879375623257,8,193,0,0,95,0,1,0
37389178,4.3197390017134785,1,193,0,1,597,0,1,0
2313864,3.2298615969789513,1,29,0,1,351,6,1,0
6642299,5.680348007165528,3,5,0,0,705,5,1,0
6617950,7.28611999071002,1,157,0,1,963,0,0,0
15758122,3.5961186818979503,2,164,1,0,534,6,1,0
3132242,7.771532025297627,6,125,0,0,978,4,1,0
704610,0.38706127351172537,5,119,1,0,896,13,0,0
14596584,5.831549536644415,3,166,1,0,32,0,0,0
80968671,0.38587966718828515,8,38,1,1,238,4,1,0
38441909,7.760097039548158,3,17,0,0,840,3,1,1
14765242,2.5611571782318983,10,85,1,0,212,4,1,0
11049813,6.438475576781785,5,27,1,0,169,3,1,0
7357978,2.644357603554309,3,110,1,1,519,4,1,1
8282847,6.387278868281677,5,159,0,1,837,6,0,1
6109532,0.13782006730976448,4,18,1,1,706,4,1,0
21607071,2.5673975441961714,2,48,1,0,444,3,0,0
402395,5.524661010465488,10,193,0,0,820,4,0,0
5197176,5.006820225263905,3,5,1,0,609,3,0,1
26943067,2.9320156988533412,1,177,1,1,825,3,1,0
4412052,6.291793245687904,5,42,0,1,119,0,1,0
5213465,4.955453758807849,8,66,1,0,100,8,1,0
4811026,3.3437485156067206,3,195,1,0,17,3,1,0
23052873,0.31372538448267573,5,38,0,1,509,8,1,0
2754373,2.7068303847147774,5,18,1,0,665,4,1,0
1076877,5.327397059414711,1,64,1,0,142,1,0,1
16804909,3.717042894497129,6,102,1,0,461,5,0,0
14517406,6.74655251962814,1,174,1,1,908,1,1,0
26420730,7.895341193001822,4,38,0,0,59,4,1,0
2755706,5.053651499877716,10,11,0,1,563,11,0,1
20353361,7.260193055009537,9,94,1,0,171,8,1,0
2232004,0.017746627823340688,6,79,1,0,163,11,0,1
1498653,3.7943722582977646,8,44,0,0,795,3,1,0
27378080,6.398487175322612,3,106,1,0,109,11,1,0
14638787,0.16869748832360987,4,23,0,1,796,2,0,0
5596475,2.1597833637780335,6,139,1,1,721,0,0,0
23080325,7.23780317530664,2,92,0,1,242,10,1,1
22015572,5.090330330748602,1,101,0,0,114,5,1,1
17829906,6.414650666067889,5,151,1,0,489,2,0,0
20173084,7.110417644239882,6,32,1,0,712,7,0,0
703605,6.780215946336399,8,14,0,1,501,11,1,0
17842983,4.56976180604992,5,154,1,1,259,0,0,1
13336565,4.128245440534157,4,73,0,0,275,2,0,1
20248753,7.873418484358939,3,126,0,0,702,8,1,0
6735861,7.98517304152698,1,123,0,1,896,4,0,0
10628439,6.962461249628991,6,194,1,0,335,2,0,0
3554787,4.052725823804277,3,10,1,1,774,2,1,0
13677342,5.467354700740451,1,186,0,0,899,3,0,0
13595832,4.284953803089725,1,138,0,1,712,7,1,0
7428894,7.851751893444549,1,12,1,0,70,4,1,0
4253568,0.7191595761289236,2,36,0,1,341,0,1,0
26207474,3.866569903633554,6,18,1,1,391,5,0,0
20272133,0.22743599841207462,5,19,0,0,27,3,1,0
27226863,3.846427109380964,1,178,0,1,414,7,0,0
17226316,1.4499361120725753,3,25,0,0,485,9,1,0
435360,4.950499935633749,1,57,0,0,911,0,1,0
11469376,2.289612412913045,2,65,0,0,857,4,0,0
3393898,1.0907133382916436,7,102,1,0,978,4,0,0
3327564,7.000709213178015,10,76,1,0,827,6,1,1
7472844,4.347230980741535,7,26,0,1,586,0,1,1
18824387,6.2587310731668095,2,51,1,1,564,7,1,1
28474726,4.188730248919163,4,58,0,0,592,0,0,0
104629,3.1436399551710617,5,181,1,0,77,5,0,0
15078088,7.827505935477649,2,5,1,0,32,5,1,0
2718397,5.944218088916544,5,27,1,0,386,6,0,1
990129,7.571284274086262,1,161,0,1,298,3,1,1
6457416,2.58958425613773,1,98,1,0,203,4,1,0
2204400,2.758125699838801,1,167,0,1,416,2,0,0
5533013,3.4774251185376643,4,142,1,1,362,8,1,0
49283015,2.7117720007820916,1,86,0,1,421,9,1,1
3346293,1.0535552470960488,3,110,0,0,181,6,1,0
5807897,0.29977638964057274,5,31,1,0,331,3,1,0
31583069,3.442273035793848,4,177,0,1,141,0,1,1
1539158,2.9072936567554892,1,14,0,0,929,2,1,0
16339574,5.9474390050559425,10,105,1,0,454,0,0,1
410914,3.517615318643104,3,39,0,1,366,4,0,1
4520440,7.098140285368787,6,66,0,0,238,7,0,1
18096238,2.275465415378819,5,106,1,0,901,3,0,0
50788186,3.556886196184781,4,15,1,1,113,4,1,0
4985673,0.5093142821397825,1,47,0,0,301,4,1,0
8697403,6.9410187481269245,3,132,0,1,522,9,0,0
34235510,1.6733054542596193,5,15,1,1,613,4,1,1
16634711,2.5268119452676485,3,189,1,0,734,9,1,1
1303672,6.495847643807389,5,164,0,1,527,5,0,0
5380031,4.51619493719265,4,99,0,0,265,4,0,1
3399164,3.8706167893683414,7,71,1,0,613,7,0,0
11735565,0.9976162655441057,2,168,0,0,580,0,1,1
2732648,1.5332884068594241,4,143,0,1,73,5,0,1
8508738,3.3282180208262,1,153,0,0,269,1,0,0
2704677,4.384507012435142,3,183,0,0,619,0,1,0
15446856,1.0260037322861324,2,149,0,0,549,0,1,0
6573490,4.025620984534295,4,58,1,1,911,3,0,0
34007347,6.1843324702712525,2,115,1,1,397,6,0,0
6005790,1.4441354403785933,1,183,0,1,367,0,0,0
11866633,7.207226934791532,3,167,0,1,372,5,1,1
59478539,6.7704196365705425,9,189,0,0,160,2,0,0
15014315,5.841251860273458,3,10,1,1,296,0,1,1
3030598,4.9953026841892365,7,74,0,0,81,1,1,1
17676493,4.256330273286541,5,194,1,0,126,5,1,0
11423494,2.439620822415116,2,173,0,1,246,5,0,0
1302218,3.289347347492181,6,137,0,1,430,3,0,0
16723460,6.557920684311285,4,158,0,1,48,6,1,0
17365005,7.771220703782165,3,108,0,1,551,0,0,0
13656417,5.500277496835225,2,62,1,0,846,7,1,0
17624834,1.239974124625367,4,164,0,0,467,3,1,1
1046913,7.6419012274528395,7,54,0,0,851,1,1,1
5512285,5.033397722281699,7,64,0,1,76,13,0,0
18057870,5.377455727386228,2,165,0,0,714,0,1,0
4559446,7.809484738552937,6,140,0,1,231,4,0,0
4747464,0.16422894385429476,11,138,0,0,480,7,0,0
48263327,7.777655002963294,4,48,0,1,903,0,1,0
19399386,7.081207108181794,3,147,1,1,153,9,1,0
17694836,6.317379069740804,2,105,0,0,343,0,1,0
8121307,1.4837000774844658,3,130,0,0,645,0,0,0
5845262,0.0963710794687751,6,88,0,1,42,1,1,0
5488621,7.907009344231889,4,59,1,0,888,0,1,1
6613789,2.6841264661276263,9,171,0,0,557,2,1,1
5631462,3.5337165769605994,1,199,0,1,242,5,1,0
22709736,6.126467048436025,9,88,0,1,364,0,0,1
486783,5.644796797262428,3,56,0,1,987,0,1,1
14847338,4.340119546161715,6,55,1,0,453,4,1,0
3353771,1.0568617780546639,3,63,1,1,800,4,0,0
4963170,3.290275687944396,4,114,0,0,771,0,1,0
21620789,0.38899525176545247,8,80,1,0,20,3,0,0
1437351,3.370399028754205,6,88,0,0,400,9,1,0
3559014,3.5487341633482066,5,198,1,0,573,0,1,0
16854657,1.7042016252307972,6,127,1,0,599,4,1,0
9697794,2.00002603040494,6,198,0,0,832,0,0,1
2359960,0.41955763331892904,6,149,0,0,786,1,1,0
9384556,6.362338745554539,3,41,0,0,359,0,0,0
8811636,3.3389746283494794,1,145,1,0,88,0,0,0
6273398,4.244758555262663,6,42,0,0,972,5,0,1
479187,5.612222249980247,7,57,1,0,735,0,0,0
2614558,4.055436485032375,3,56,0,0,307,9,1,0
18686801,5.59530414000682,5,149,1,0,331,3,0,1
64751793,3.7974841266201986,6,69,1,1,173,0,0,1
5649594,1.779243151757167,9,104,1,1,613,0,1,0
1080029,3.7604858989011207,5,176,1,1,91,6,0,1
7586971,5.680671003938417,1,84,0,1,105,8,0,1
17112850,4.035629641453458,5,88,1,1,984,0,0,1
10727116,1.887202331337197,10,123,1,0,260,8,0,1
11346521,1.4567371627443748,5,186,0,1,328,7,1,0
6167771,1.4818969546343146,10,175,1,1,767,3,1,1
5100269,3.5500877682615695,2,47,0,1,487,13,1,0
765700,0.025315115758702156,3,20,1,1,847,8,1,0
3632739,3.55659458589047,5,182,1,1,321,0,1,0
2092596,7.887422595816324,10,110,0,0,591,8,1,0
4954837,3.4567522558355313,5,46,1,1,978,9,0,1
16859454,0.9441016337041965,3,112,0,1,756,8,1,0
13224743,5.22433489962446,5,196,1,1,273,0,0,0
51088367,1.5632041914051875,3,183,1,0,190,3,0,0
1679754,7.132075666302502,5,158,1,1,397,0,0,0
20297240,5.198781894275432,2,158,1,1,732,2,1,0
10592892,3.604905309169866,7,179,1,0,943,10,0,0
11790794,6.635765463390131,8,112,0,1,142,6,0,0
9567474,2.9226890265407217,5,24,1,0,466,5,0,1
11535435,3.6764458493026284,5,72,1,0,145,7,0,1
1972665,4.7593712260771355,3,158,1,1,821,0,0,0
8318374,6.959846233181747,6,111,1,1,527,4,0,1
2976949,1.8792499584510116,4,33,0,1,813,2,0,0
18122566,0.1669023995533374,3,26,0,1,931,1,0,0
4616530,6.368651428486349,4,101,1,1,217,8,1,1
15245622,4.472147439957237,6,102,0,0,582,3,0,1
2849445,1.7679888153711625,7,6,0,1,547,3,1,0
49047941,1.2186093805947005,4,181,1,0,532,4,0,0
2214730,3.811010977483458,7,199,1,1,465,4,0,1
6873411,1.5564486014481762,2,130,1,1,614,3,0,0
11886716,2.1823568538577245,5,73,0,1,895,2,0,0
25491979,3.9758436796396053,3,140,0,0,847,2,0,0
11009683,1.024150256070052,5,140,1,0,772,6,1,0
1255142,4.992175203160807,3,76,0,1,370,2,0,1
24079860,2.4549749822305778,4,31,1,1,481,2,0,0
2526945,4.204905543981845,8,8,1,0,708,6,1,1
24827056,5.194039741996484,5,162,1,0,448,4,0,0
10322388,3.82457544631537,3,16,1,1,361,0,0,0
1003015,6.035507197649515,1,117,1,1,335,2,1,0
84081,4.427546968375656,8,27,0,0,73,2,0,0
3843646,6.3835900136252715,1,154,1,0,781,5,1,0
7964287,0.9691657114726171,1,131,0,1,19,0,1,0
938465,5.553093308124206,6,166,1,1,433,0,1,1
3303118,5.861172244914769,11,106,0,1,811,1,1,0
6816767,0.5895677685974032,10,75,0,1,521,1,1,0
